Fecha,Dia,Visitas,Paginas,Solicitudes,Trafico
10/23/2023,23-Oct-23,229,331,806,307.76
10/24/2023,24-Oct-23,275,461,1224,326.15
10/25/2023,25-Oct-23,199,300,874,268.6
10/26/2023,26-Oct-23,218,306,757,208.6
10/27/2023,27-Oct-23,311,448,1005,248.17
10/28/2023,28-Oct-23,236,370,798,192.24
10/29/2023,29-Oct-23,363,561,1257,210.33
10/30/2023,30-Oct-23,717,1139,2624,318.95
10/31/2023,31-Oct-23,1048,1756,3731,283.43
11/1/2023,1-Nov-23,833,1257,2809,678.25
11/2/2023,2-Nov-23,800,1234,2979,432.8
11/3/2023,3-Nov-23,562,866,2153,171.81
11/4/2023,4-Nov-23,315,494,1191,111.72
11/5/2023,5-Nov-23,318,531,1324,179.41
11/6/2023,6-Nov-23,466,728,1780,345.4
11/7/2023,7-Nov-23,458,715,2013,337.1
11/8/2023,8-Nov-23,391,583,1431,448.6
11/9/2023,9-Nov-23,421,673,1749,322.81
11/10/2023,10-Nov-23,567,874,1938,211.53
11/11/2023,11-Nov-23,474,862,1687,111.52
11/12/2023,12-Nov-23,634,1090,2183,113.75
11/13/2023,13-Nov-23,838,1399,2827,377.55
11/14/2023,14-Nov-23,477,734,1719,341.62
11/15/2023,15-Nov-23,439,671,1702,319.79
11/16/2023,16-Nov-23,428,640,1539,284.18
11/17/2023,17-Nov-23,432,641,1410,155.29
11/18/2023,18-Nov-23,297,501,1033,162.61
11/19/2023,19-Nov-23,254,384,858,194.82
11/20/2023,20-Nov-23,334,525,1118,285.4
11/21/2023,21-Nov-23,445,665,1668,881.37
11/22/2023,22-Nov-23,441,647,1855,277.07
11/23/2023,23-Nov-23,365,538,1266,138.98
11/24/2023,24-Nov-23,390,552,1278,286.89
11/25/2023,25-Nov-23,230,375,1011,169.22
11/26/2023,26-Nov-23,242,366,825,149.19
11/27/2023,27-Nov-23,388,562,1480,280.16
11/28/2023,28-Nov-23,374,558,1347,241.05
11/29/2023,29-Nov-23,424,708,1339,298.13
11/30/2023,30-Nov-23,442,626,1430,153.05
12/1/2023,1-Dec-23,474,713,1519,126.25
12/2/2023,2-Dec-23,472,696,1281,90.93
12/3/2023,3-Dec-23,594,950,1990,207.64
12/4/2023,4-Dec-23,428,695,1615,235.82
12/5/2023,5-Dec-23,448,823,1739,503.99
12/6/2023,6-Dec-23,329,482,1174,218.46
12/7/2023,7-Dec-23,353,495,1117,233.86
12/8/2023,8-Dec-23,334,494,1141,86.44
12/9/2023,9-Dec-23,244,364,792,81.66
12/10/2023,10-Dec-23,245,375,848,131.47
12/11/2023,11-Dec-23,292,403,950,386.37
12/12/2023,12-Dec-23,317,502,1137,458.99
12/13/2023,13-Dec-23,267,385,959,192.59
12/14/2023,14-Dec-23,250,357,855,144.14
12/15/2023,15-Dec-23,381,554,1135,200.93
12/16/2023,16-Dec-23,282,402,842,93.4
12/17/2023,17-Dec-23,269,367,800,73.25
12/18/2023,18-Dec-23,1155,1883,3960,307.69
12/19/2023,19-Dec-23,829,1213,2359,205.84
12/20/2023,20-Dec-23,341,437,942,123.17
12/21/2023,21-Dec-23,245,327,590,55.72
12/22/2023,22-Dec-23,269,385,728,31.86
12/23/2023,23-Dec-23,249,352,859,94.99
12/24/2023,24-Dec-23,241,322,623,58.08
12/25/2023,25-Dec-23,340,454,921,93.33
12/26/2023,26-Dec-23,490,750,1536,147.85
12/27/2023,27-Dec-23,395,577,1100,88.99
12/28/2023,28-Dec-23,513,722,1300,121.48
12/29/2023,29-Dec-23,766,1173,2106,130.75
12/30/2023,30-Dec-23,366,512,799,97.83
12/31/2023,31-Dec-23,190,231,419,91.94
1/1/2024,1-Jan-24,206,289,512,72.34
1/2/2024,2-Jan-24,318,411,806,55.95
1/3/2024,3-Jan-24,280,374,896,59.46
1/4/2024,4-Jan-24,289,530,1089,62.45
1/5/2024,5-Jan-24,351,518,945,102.24
1/6/2024,6-Jan-24,282,391,755,217.26
1/7/2024,7-Jan-24,251,348,672,119.02
1/8/2024,8-Jan-24,293,441,833,187.01
1/9/2024,9-Jan-24,407,617,1325,225.3
1/10/2024,10-Jan-24,463,722,1333,161.28
1/11/2024,11-Jan-24,540,853,1464,174.46
1/12/2024,12-Jan-24,478,812,1450,114.52
1/13/2024,13-Jan-24,280,430,737,33.96
1/14/2024,14-Jan-24,396,597,1137,187.39
1/15/2024,15-Jan-24,422,630,1101,140.79
1/16/2024,16-Jan-24,405,607,1149,217.19
1/17/2024,17-Jan-24,369,529,929,194.21
1/18/2024,18-Jan-24,480,729,1436,102.86
1/19/2024,19-Jan-24,556,873,1674,211.96
1/20/2024,20-Jan-24,371,523,852,134.27
1/21/2024,21-Jan-24,259,382,663,53.26
1/22/2024,22-Jan-24,292,404,843,105.11
1/23/2024,23-Jan-24,300,444,850,100.87
1/24/2024,24-Jan-24,274,402,703,114.51
1/25/2024,25-Jan-24,296,407,838,54.93
1/26/2024,26-Jan-24,419,617,1090,33.93
1/27/2024,27-Jan-24,338,511,875,79.35
1/28/2024,28-Jan-24,332,547,907,55.04
1/29/2024,29-Jan-24,322,442,945,210.46
1/30/2024,30-Jan-24,304,488,1048,237.19
1/31/2024,31-Jan-24,301,455,901,217.77
2/1/2024,1-Feb-24,340,523,1166,192.55
2/2/2024,2-Feb-24,423,658,1166,88.12
2/3/2024,3-Feb-24,498,832,1423,77.36
2/4/2024,4-Feb-24,782,1381,2314,86.81
2/5/2024,5-Feb-24,425,649,1192,216.42
2/6/2024,6-Feb-24,464,704,1348,181.51
2/7/2024,7-Feb-24,371,604,1047,120.81
2/8/2024,8-Feb-24,412,622,1275,146.72
2/9/2024,9-Feb-24,431,671,1341,84.93
2/10/2024,10-Feb-24,431,632,1289,141.99
2/11/2024,11-Feb-24,539,868,1573,162.28
2/12/2024,12-Feb-24,792,1380,2363,137.46
2/13/2024,13-Feb-24,875,1435,2478,256.04
2/14/2024,14-Feb-24,450,630,1124,186.24
2/15/2024,15-Feb-24,367,535,913,96.83
2/16/2024,16-Feb-24,427,598,1138,158.52
2/17/2024,17-Feb-24,290,424,808,147.7
2/18/2024,18-Feb-24,297,437,724,98.95
2/19/2024,19-Feb-24,286,401,947,183.43
2/20/2024,20-Feb-24,384,535,1158,145.3
2/21/2024,21-Feb-24,407,673,1344,173.37
2/22/2024,22-Feb-24,585,914,1998,221.04
2/23/2024,23-Feb-24,762,1223,2270,142.82
2/24/2024,24-Feb-24,723,1246,2136,256.6
2/25/2024,25-Feb-24,432,608,1013,195.2
2/26/2024,26-Feb-24,370,556,1125,293.46
2/27/2024,27-Feb-24,401,605,1121,131.38
2/28/2024,28-Feb-24,336,470,1005,109.64
2/29/2024,29-Feb-24,423,607,1229,247.82
3/1/2024,1-Mar-24,389,571,999,74.1
3/2/2024,2-Mar-24,476,789,1425,60.81
3/3/2024,3-Mar-24,573,975,1572,103.53
3/4/2024,4-Mar-24,489,700,1546,203.27
3/5/2024,5-Mar-24,487,685,1240,105.08
3/6/2024,6-Mar-24,313,417,781,215.12
3/7/2024,7-Mar-24,436,639,1175,116.78
3/8/2024,8-Mar-24,383,535,996,143.75
3/9/2024,9-Mar-24,375,543,1178,136.65
3/10/2024,10-Mar-24,338,485,856,85.19
3/11/2024,11-Mar-24,355,506,952,283.12
3/12/2024,12-Mar-24,414,579,1164,148.74
3/13/2024,13-Mar-24,369,509,1026,181.05
3/14/2024,14-Mar-24,376,522,947,204.49
3/15/2024,15-Mar-24,367,543,1155,188.11
3/16/2024,16-Mar-24,305,450,881,113.69
3/17/2024,17-Mar-24,457,726,1399,169.65
3/18/2024,18-Mar-24,0,0,0,0
3/19/2024,19-Mar-24,369,557,1212,142.41
3/20/2024,20-Mar-24,699,1094,2259,365.51
3/21/2024,21-Mar-24,933,1589,2959,277.35
3/22/2024,22-Mar-24,427,607,1066,176.01
3/23/2024,23-Mar-24,319,468,734,157.1
3/24/2024,24-Mar-24,380,583,1080,157.36
3/25/2024,25-Mar-24,375,524,972,288.03
3/26/2024,26-Mar-24,403,717,1235,189.44
3/27/2024,27-Mar-24,491,750,1351,276.54
3/28/2024,28-Mar-24,366,585,1069,149.15
3/29/2024,29-Mar-24,542,937,1537,244.11
3/30/2024,30-Mar-24,620,1275,2050,212.32
3/31/2024,31-Mar-24,698,1356,2372,209.46
4/1/2024,1-Apr-24,417,717,1366,207.88
4/2/2024,2-Apr-24,355,679,1156,160.22
4/3/2024,3-Apr-24,499,922,1615,325.89
4/4/2024,4-Apr-24,415,623,1155,142.81
4/5/2024,5-Apr-24,401,614,1198,258.3
4/6/2024,6-Apr-24,320,486,963,192.12
4/7/2024,7-Apr-24,346,560,1098,240.21
4/8/2024,8-Apr-24,478,749,1636,150.66
4/9/2024,9-Apr-24,695,1122,2084,402.27
4/10/2024,10-Apr-24,708,1202,2048,249.37
4/11/2024,11-Apr-24,729,1166,2076,225.16
4/12/2024,12-Apr-24,620,1103,1883,129.65
4/13/2024,13-Apr-24,597,978,1567,102.18
4/14/2024,14-Apr-24,573,890,1501,134.02
4/15/2024,15-Apr-24,614,949,1722,243.25
4/16/2024,16-Apr-24,720,1195,2121,489.69
4/17/2024,17-Apr-24,585,965,1781,204.37
4/18/2024,18-Apr-24,685,1251,2182,284.14
4/19/2024,19-Apr-24,642,1059,1718,234.7
4/20/2024,20-Apr-24,434,685,1248,116.4
4/21/2024,21-Apr-24,577,969,1776,140.7
4/22/2024,22-Apr-24,605,951,1877,466.57
4/23/2024,23-Apr-24,410,579,1018,265.1
4/24/2024,24-Apr-24,359,521,1018,443.26
4/25/2024,25-Apr-24,343,498,1097,248.22
4/26/2024,26-Apr-24,361,553,1119,198.33
4/27/2024,27-Apr-24,248,378,717,117.7
4/28/2024,28-Apr-24,280,429,777,168.82
4/29/2024,29-Apr-24,26,33,48,39.98
4/30/2024,30-Apr-24,0,0,0,0
5/1/2024,1-May-24,405,594,1032,130.88 MB
5/2/2024,2-May-24,529,798,1632,244.04 MB
5/3/2024,3-May-24,394,542,1009,124.96 MB
5/4/2024,4-May-24,296,446,838,244.86 MB
5/5/2024,5-May-24,360,509,1172,259.70 MB
5/6/2024,6-May-24,389,541,1317,438.33 MB
5/7/2024,7-May-24,375,539,1398,427.80 MB
5/8/2024,8-May-24,426,607,1553,242.35 MB
5/9/2024,9-May-24,340,490,1186,485.58 MB
5/10/2024,10-May-24,418,581,1110,235.66 MB
5/11/2024,11-May-24,338,461,976,190.21 MB
5/12/2024,12-May-24,435,602,1410,257.88 MB
5/13/2024,13-May-24,501,697,1531,576.91 MB
5/14/2024,14-May-24,423,592,1216,375.58 MB
5/15/2024,15-May-24,326,450,993,171.41 MB
5/16/2024,16-May-24,281,360,755,165.18 MB
5/17/2024,17-May-24,351,474,1091,135.90 MB
5/18/2024,18-May-24,243,308,652,262.52 MB
5/19/2024,19-May-24,245,340,621,282.70 MB
5/20/2024,20-May-24,410,613,1367,174.06 MB
5/21/2024,21-May-24,626,944,1874,332.19 MB
5/22/2024,22-May-24,548,768,1545,297.67 MB
5/23/2024,23-May-24,659,996,1878,155.68 MB
5/24/2024,24-May-24,594,877,1594,213.42 MB
5/25/2024,25-May-24,253,337,701,234.75 MB
5/26/2024,26-May-24,266,384,769,76.24 MB
5/27/2024,27-May-24,282,412,1030,176.84 MB
5/28/2024,28-May-24,293,439,863,220.09 MB
5/29/2024,29-May-24,345,483,970,217.52 MB
5/30/2024,30-May-24,410,595,1115,376.87 MB
5/31/2024,31-May-24,309,420,704,112.23 MB
6/1/2024,1-Jun-24,296,436,750,105.01 MB
6/2/2024,2-Jun-24,326,459,828,163.92 MB
6/3/2024,3-Jun-24,435,573,1064,268.23 MB
6/4/2024,4-Jun-24,321,439,897,196.71 MB
6/5/2024,5-Jun-24,330,468,883,331.15 MB
6/6/2024,6-Jun-24,306,409,795,471.28 MB
6/7/2024,7-Jun-24,271,372,657,200.54 MB
6/8/2024,8-Jun-24,290,388,803,133.21 MB
6/9/2024,9-Jun-24,350,518,1145,157.00 MB
6/10/2024,10-Jun-24,283,386,754,202.54 MB
6/11/2024,11-Jun-24,329,445,979,456.24 MB
6/12/2024,12-Jun-24,370,526,1039,328.99 MB
6/13/2024,13-Jun-24,405,573,1105,299.37 MB
6/14/2024,14-Jun-24,332,490,1010,167.67 MB
6/15/2024,15-Jun-24,267,399,806,117.42 MB
6/16/2024,16-Jun-24,236,324,580,74.80 MB
6/17/2024,17-Jun-24,290,398,697,147.13 MB
6/18/2024,18-Jun-24,365,517,948,318.90 MB
6/19/2024,19-Jun-24,323,440,868,176.93 MB
6/20/2024,20-Jun-24,365,526,863,136.05 MB
6/21/2024,21-Jun-24,320,450,793,161.59 MB
6/22/2024,22-Jun-24,373,577,1153,134.78 MB
6/23/2024,23-Jun-24,320,406,858,212.70 MB
6/24/2024,24-Jun-24,313,436,909,312.83 MB
6/25/2024,25-Jun-24,328,451,880,135.71 MB
6/26/2024,26-Jun-24,509,832,1628,443.38 MB
6/27/2024,27-Jun-24,764,1211,2183,309.44 MB
6/28/2024,28-Jun-24,445,677,1164,142.97 MB
6/29/2024,29-Jun-24,295,415,725,79.15 MB
6/30/2024,30-Jun-24,396,584,1033,176.15 MB
7/1/2024,1-Jul-24,569,853,1623,222.64 MB
7/2/2024,2-Jul-24,417,581,1233,419.64 MB
7/3/2024,3-Jul-24,344,507,925,145.55 MB
7/4/2024,4-Jul-24,333,501,989,168.05 MB
7/5/2024,5-Jul-24,346,476,843,96.57 MB
7/6/2024,6-Jul-24,230,308,540,93.60 MB
7/7/2024,7-Jul-24,260,345,677,173.49 MB
7/8/2024,8-Jul-24,305,409,767,198.01 MB
7/9/2024,9-Jul-24,241,351,661,270.96 MB
7/10/2024,10-Jul-24,264,353,784,176.84 MB
7/11/2024,11-Jul-24,286,409,803,141.57 MB
7/12/2024,12-Jul-24,268,467,908,109.61 MB
7/13/2024,13-Jul-24,243,363,735,183.37 MB
7/14/2024,14-Jul-24,250,325,584,71.98 MB
7/15/2024,15-Jul-24,318,456,1112,131.01 MB
7/16/2024,16-Jul-24,477,739,1341,380.44 MB
7/17/2024,17-Jul-24,491,725,1275,183.62 MB
7/18/2024,18-Jul-24,491,795,1477,110.99 MB
7/19/2024,19-Jul-24,700,1086,1885,224.78 MB
7/20/2024,20-Jul-24,418,657,1088,140.89 MB
7/21/2024,21-Jul-24,350,543,891,191.88 MB
7/22/2024,22-Jul-24,406,681,1081,238.54 MB
7/23/2024,23-Jul-24,305,447,877,224.47 MB
7/24/2024,24-Jul-24,344,468,934,237.17 MB
7/25/2024,25-Jul-24,370,539,1049,98.60 MB
7/26/2024,26-Jul-24,326,431,831,146.78 MB
7/27/2024,27-Jul-24,251,386,625,75.88 MB
7/28/2024,28-Jul-24,293,379,698,83.02 MB
7/29/2024,29-Jul-24,302,423,835,230.23 MB
7/30/2024,30-Jul-24,466,754,1696,411.26 MB
7/31/2024,31-Jul-24,606,933,1590,93.15 MB
8/1/2024,01 Ago 2024,493,727,1499,262.19 MB
8/2/2024,02 Ago 2024,584,873,1483,197.88 MB
8/3/2024,03 Ago 2024,301,432,1040,80.75 MB
8/4/2024,04 Ago 2024,298,420,662,239.33 MB
8/5/2024,05 Ago 2024,387,531,1013,352.33 MB
8/6/2024,06 Ago 2024,394,548,978,218.95 MB
8/7/2024,07 Ago 2024,619,963,1643,252.41 MB
8/8/2024,08 Ago 2024,526,794,1335,463.99 MB
8/9/2024,09 Ago 2024,398,570,926,392.48 MB
8/10/2024,10 Ago 2024,524,842,1360,142.78 MB
8/11/2024,11 Ago 2024,632,1142,1804,302.02 MB
8/12/2024,12 Ago 2024,580,850,1315,387.75 MB
8/13/2024,13 Ago 2024,668,1055,1655,246.29 MB
8/14/2024,14 Ago 2024,501,734,1164,281.44 MB
8/15/2024,15 Ago 2024,539,806,1439,160.77 MB
8/16/2024,16 Ago 2024,459,638,1211,167.41 MB
8/17/2024,17 Ago 2024,312,442,639,153.46 MB
8/18/2024,18 Ago 2024,388,581,1000,204.85 MB
8/19/2024,19 Ago 2024,786,1206,2219,748.54 MB
8/20/2024,20 Ago 2024,764,1188,2213,440.74 MB
8/21/2024,21 Ago 2024,474,696,1324,291.31 MB
8/22/2024,22 Ago 2024,354,462,822,120.52 MB
8/23/2024,23 Ago 2024,305,401,764,180.49 MB
8/24/2024,24 Ago 2024,243,343,607,215.35 MB
8/25/2024,25 Ago 2024,303,420,838,232.11 MB
8/26/2024,26 Ago 2024,428,641,1180,200.24 MB
8/27/2024,27 Ago 2024,600,1016,1778,1.03 GB
8/28/2024,28 Ago 2024,653,1022,1879,615.55 MB
8/29/2024,29 Ago 2024,718,1074,2061,479.32 MB
8/30/2024,30 Ago 2024,792,1246,2263,211.05 MB
8/31/2024,31 Ago 2024,580,825,1313,153.06 MB
9/1/2024,1-Sep-24,369,501,848,182.51 MB
9/2/2024,2-Sep-24,442,694,1502,498.15 MB
9/3/2024,3-Sep-24,425,616,1299,416.64 MB
9/4/2024,4-Sep-24,413,598,1143,281.83 MB
9/5/2024,5-Sep-24,465,690,1193,239.15 MB
9/6/2024,6-Sep-24,749,1120,2157,343.86 MB
9/7/2024,7-Sep-24,404,593,1077,137.17 MB
9/8/2024,8-Sep-24,365,510,1161,186.38 MB
9/9/2024,9-Sep-24,399,525,981,263.83 MB
9/10/2024,10-Sep-24,408,597,1203,331.91 MB
9/11/2024,11-Sep-24,345,494,893,444.16 MB
9/12/2024,12-Sep-24,374,553,1090,275.71 MB
9/13/2024,13-Sep-24,381,535,1056,291.96 MB
9/14/2024,14-Sep-24,284,376,638,267.16 MB
9/15/2024,15-Sep-24,434,633,1188,217.00 MB
9/16/2024,16-Sep-24,524,835,1389,262.77 MB
9/17/2024,17-Sep-24,489,738,1256,233.08 MB
9/18/2024,18-Sep-24,513,838,1457,386.22 MB
9/19/2024,19-Sep-24,503,776,1390,387.30 MB
9/20/2024,20-Sep-24,506,761,1332,154.43 MB
9/21/2024,21-Sep-24,189,275,440,78.36 MB
9/22/2024,22-Sep-24,0,0,0,0
9/23/2024,23-Sep-24,0,0,0,0
9/24/2024,24-Sep-24,233,346,971,161.31 MB
9/25/2024,25-Sep-24,551,773,1924,358.28 MB
9/26/2024,26-Sep-24,492,682,1252,350.26 MB
9/27/2024,27-Sep-24,533,813,1310,157.59 MB
9/28/2024,28-Sep-24,501,767,1299,138.54 MB
9/29/2024,29-Sep-24,414,634,1044,174.20 MB
9/30/2024,30-Sep-24,470,726,1484,413.43 MB
10/1/2024,1-Oct-24,462,688,1447,567.52 MB
10/2/2024,2-Oct-24,360,480,884,325.63 MB
10/3/2024,3-Oct-24,378,514,895,183.01 MB
10/4/2024,4-Oct-24,445,644,1303,239.55 MB
10/5/2024,5-Oct-24,405,599,997,118.45 MB
10/6/2024,6-Oct-24,464,673,1219,182.35 MB
10/7/2024,7-Oct-24,441,623,1108,292.50 MB
10/8/2024,8-Oct-24,516,728,1442,310.59 MB
10/9/2024,9-Oct-24,444,643,1044,130.44 MB
10/10/2024,10-Oct-24,442,709,1272,229.06 MB
10/11/2024,11-Oct-24,483,788,1174,205.20 MB
10/12/2024,12-Oct-24,279,385,650,71.69 MB
10/13/2024,13-Oct-24,327,444,725,146.26 MB
10/14/2024,14-Oct-24,356,510,892,383.98 MB
10/15/2024,15-Oct-24,348,475,985,201.56 MB
10/16/2024,16-Oct-24,343,748,1226,177.74 MB
10/17/2024,17-Oct-24,336,479,1013,123.60 MB
10/18/2024,18-Oct-24,396,575,1028,170.94 MB
10/19/2024,19-Oct-24,313,409,822,118.68 MB
10/20/2024,20-Oct-24,357,507,833,96.05 MB
10/21/2024,21-Oct-24,492,722,1386,278.15 MB
10/22/2024,22-Oct-24,546,762,1416,230.89 MB
10/23/2024,23-Oct-24,419,591,1043,271.36 MB
10/24/2024,24-Oct-24,416,579,1106,386.52 MB
10/25/2024,25-Oct-24,434,638,1059,324.26 MB
10/26/2024,26-Oct-24,305,432,750,248.22 MB
10/27/2024,27-Oct-24,324,489,810,261.13 MB
10/28/2024,28-Oct-24,488,843,1548,381.40 MB
10/29/2024,29-Oct-24,415,605,1266,418.61 MB
10/30/2024,30-Oct-24,375,599,1170,177.55 MB
10/31/2024,31-Oct-24,364,545,1005,214.68 MB
11/1/2024,1-Nov-24,410,584,922,168.47 MB
11/2/2024,2-Nov-24,414,579,1032,98.59 MB
11/3/2024,3-Nov-24,542,921,1737,157.69 MB
11/4/2024,4-Nov-24,538,846,1436,431.51 MB
11/5/2024,5-Nov-24,585,914,1544,375.05 MB
11/6/2024,6-Nov-24,690,1086,1950,265.72 MB
11/7/2024,7-Nov-24,935,1512,2552,500.97 MB
11/8/2024,8-Nov-24,616,919,1558,188.77 MB
11/9/2024,9-Nov-24,490,757,1325,232.49 MB
11/10/2024,10-Nov-24,568,905,1493,172.45 MB
11/11/2024,11-Nov-24,519,772,1665,291.74 MB
11/12/2024,12-Nov-24,384,577,956,148.14 MB
11/13/2024,13-Nov-24,422,656,1234,277.26 MB
11/14/2024,14-Nov-24,690,1201,2013,534.50 MB
11/15/2024,15-Nov-24,893,1374,2312,298.63 MB
11/16/2024,16-Nov-24,837,1388,2188,301.93 MB
11/17/2024,17-Nov-24,1152,2244,3330,348.31 MB
11/18/2024,18-Nov-24,569,846,1365,348.55 MB
11/19/2024,19-Nov-24,463,670,1230,243.22 MB
11/20/2024,20-Nov-24,471,736,1177,282.21 MB
11/21/2024,21-Nov-24,490,768,1532,342.71 MB
11/22/2024,22-Nov-24,498,754,1217,458.48 MB
11/23/2024,23-Nov-24,441,715,1212,167.36 MB
11/24/2024,24-Nov-24,495,750,1196,120.47 MB
11/25/2024,25-Nov-24,488,700,1375,185.67 MB
11/26/2024,26-Nov-24,458,649,1051,296.56 MB
11/27/2024,27-Nov-24,411,553,999,206.52 MB
11/28/2024,28-Nov-24,380,565,973,163.69 MB
11/29/2024,29-Nov-24,415,593,924,212.38 MB
11/30/2024,30-Nov-24,333,502,793,184.36 MB
12/1/2024,01 Dic 2024,416,657,1080,191.94 MB
12/2/2024,02 Dic 2024,628,969,1603,347.15 MB
12/3/2024,03 Dic 2024,470,674,1279,217.96 MB
12/4/2024,04 Dic 2024,483,686,1190,284.55 MB
12/5/2024,05 Dic 2024,547,790,1217,375.80 MB
12/6/2024,06 Dic 2024,521,721,1100,189.46 MB
12/7/2024,07 Dic 2024,482,742,1167,113.51 MB
12/8/2024,08 Dic 2024,358,541,919,76.28 MB
12/9/2024,09 Dic 2024,472,703,1492,300.87 MB
12/10/2024,10 Dic 2024,463,673,1328,436.64 MB
12/11/2024,11 Dic 2024,438,623,1093,319.25 MB
12/12/2024,12 Dic 2024,424,594,1063,259.57 MB
12/13/2024,13 Dic 2024,500,717,1422,280.97 MB
12/14/2024,14 Dic 2024,417,625,984,131.61 MB
12/15/2024,15 Dic 2024,421,601,1015,145.11 MB
12/16/2024,16 Dic 2024,402,584,1081,221.08 MB
12/17/2024,17 Dic 2024,447,651,1038,111.83 MB
12/18/2024,18 Dic 2024,534,803,1537,240.69 MB
12/19/2024,19 Dic 2024,535,776,1318,130.97 MB
12/20/2024,20 Dic 2024,757,1173,1756,112.44 MB
12/21/2024,21 Dic 2024,730,1128,1812,122.19 MB
12/22/2024,22 Dic 2024,459,714,1030,365.35 MB
12/23/2024,23 Dic 2024,591,934,1244,52.98 MB
12/24/2024,24 Dic 2024,375,501,793,121.25 MB
12/25/2024,25 Dic 2024,410,542,799,175.27 MB
12/26/2024,26 Dic 2024,411,591,953,199.77 MB
12/27/2024,27 Dic 2024,495,698,1202,115.01 MB
12/28/2024,28 Dic 2024,410,641,1009,107.36 MB
12/29/2024,29 Dic 2024,401,655,916,202.30 MB
12/30/2024,30 Dic 2024,378,547,852,298.37 MB
12/31/2024,31 Dic 2024,328,513,811,105.76 MB
1/1/2025,01 Ene 2025,413,628,974,246.24 MB
1/2/2025,02 Ene 2025,462,726,1132,116.57 MB
1/3/2025,03 Ene 2025,446,683,1112,120.07 MB
1/4/2025,04 Ene 2025,388,566,851,224.85 MB
1/5/2025,05 Ene 2025,375,545,771,101.03 MB
1/6/2025,06 Ene 2025,364,493,876,179.90 MB
1/7/2025,07 Ene 2025,421,615,940,138.91 MB
1/8/2025,08 Ene 2025,386,553,923,362.63 MB
1/9/2025,09 Ene 2025,498,813,1450,214.73 MB
1/10/2025,10 Ene 2025,506,807,1280,84.79 MB
1/11/2025,11 Ene 2025,359,547,793,125.81 MB
1/12/2025,12 Ene 2025,411,636,970,203.27 MB
1/13/2025,13 Ene 2025,581,949,1416,152.18 MB
1/14/2025,14 Ene 2025,511,768,1249,176.10 MB
1/15/2025,15 Ene 2025,596,952,1407,218.16 MB
1/16/2025,16 Ene 2025,612,893,1302,100.11 MB
1/17/2025,17 Ene 2025,614,948,1395,205.27 MB
1/18/2025,18 Ene 2025,450,681,1024,112.13 MB
1/19/2025,19 Ene 2025,386,567,825,128.59 MB
1/20/2025,20 Ene 2025,405,657,1079,264.23 MB
1/21/2025,21 Ene 2025,444,705,1048,186.20 MB
1/22/2025,22 Ene 2025,545,831,1249,250.45 MB
1/23/2025,23 Ene 2025,480,739,1278,146.95 MB
1/24/2025,24 Ene 2025,751,1225,1907,110.77 MB
1/25/2025,25 Ene 2025,520,819,1234,207.27 MB
1/26/2025,26 Ene 2025,445,714,1088,299.47 MB
1/27/2025,27 Ene 2025,578,919,1408,309.52 MB
1/28/2025,28 Ene 2025,596,872,1471,292.32 MB
1/29/2025,29 Ene 2025,508,752,1245,200.31 MB
1/30/2025,30 Ene 2025,498,723,1170,430.72 MB
1/31/2025,31 Ene 2025,532,786,1180,141.74 MB
